County,Municipality,Precinct,USC,STS,STH,School District,Total_Voters,Dem_Voters,Rep_Voters,Other_Voters,Male_Voters,Female_Voters,Unknown_Gender,Avg_Age,New_Registrations,Mail_Applications,Mail_Applications_Total,Mail_Applications_Approved,Mail_Applications_Declined,Mail_Ballots_Sent,Mail_Ballots_Returned,Mail_Ballots_Outstanding,Mail_Voters,Geo_Issue_Rows
ALLEGHENY,BETHEL PARK,BETHEL PARK 03 02,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BETHEL PARK,BETHEL PARK 03 02,12,37,40,BETHEL PARK,1076,486,446,144,424,526,126,56.4,3,204,219,204,15,201,113,91,113,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 03 03,,,,,2,1,1,0,0,0,2,50.5,0,2,2,2,0,2,1,1,1,2
ALLEGHENY,BETHEL PARK,BETHEL PARK 03 03,12,37,40,BETHEL PARK,1030,427,474,129,400,516,114,55.9,2,179,190,179,11,177,104,75,104,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 04 01,,,,,3,1,1,1,0,0,3,56.0,0,2,3,2,1,2,2,0,2,3
ALLEGHENY,BETHEL PARK,BETHEL PARK 04 01,12,37,40,BETHEL PARK,1307,554,556,197,562,612,133,53.8,4,212,229,212,17,209,119,93,119,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 04 02,12,37,40,BETHEL PARK,782,380,306,96,310,391,81,59.1,1,129,147,129,18,129,84,45,84,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 04 03,12,37,40,BETHEL PARK,865,378,380,107,356,396,113,54.0,1,116,128,116,12,116,70,46,70,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 05 01,12,37,40,BETHEL PARK,684,293,290,101,293,316,75,57.7,2,75,86,75,11,75,53,22,53,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 05 02,12,37,40,BETHEL PARK,629,285,230,114,253,294,82,50.7,0,59,64,59,5,58,30,29,30,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 05 03,,,,,2,2,0,0,0,0,2,70.0,0,2,2,2,0,2,2,0,2,2
ALLEGHENY,BETHEL PARK,BETHEL PARK 05 03,12,37,40,BETHEL PARK,1422,677,519,226,561,672,189,55.8,6,285,313,285,28,282,196,89,196,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 06 01,,,,,3,2,0,1,0,0,3,35.3,0,2,3,2,1,2,1,1,1,3
ALLEGHENY,BETHEL PARK,BETHEL PARK 06 01,12,37,40,BETHEL PARK,1240,512,561,167,519,575,146,52.3,4,165,178,165,13,164,96,69,96,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 06 02,,,,,2,2,0,0,0,0,2,17.5,0,2,2,2,0,2,0,2,0,2
ALLEGHENY,BETHEL PARK,BETHEL PARK 06 02,12,37,40,BETHEL PARK,920,390,381,149,390,420,110,53.8,1,131,147,131,16,131,80,51,80,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 06 03,,,,,1,1,0,0,0,0,1,83.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BETHEL PARK,BETHEL PARK 06 03,12,37,40,BETHEL PARK,885,393,377,115,367,417,101,55.9,1,123,132,123,9,123,63,60,63,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 07 01,,,,,1,1,0,0,0,0,1,24.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BETHEL PARK,BETHEL PARK 07 01,12,37,40,BETHEL PARK,1163,489,513,161,493,540,130,53.3,1,137,149,137,12,136,88,49,88,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 07 02,,,,,1,1,0,0,0,0,1,35.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BETHEL PARK,BETHEL PARK 07 02,12,37,40,BETHEL PARK,1261,544,536,181,464,580,217,53.3,5,215,237,215,22,212,128,87,128,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 07 03,12,37,40,BETHEL PARK,740,318,303,119,312,346,82,54.0,1,111,116,111,5,110,63,48,63,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 08 01,12,37,40,BETHEL PARK,535,241,222,72,225,241,69,52.4,1,66,76,66,10,65,40,26,40,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 08 02,,,,,1,1,0,0,0,0,1,83.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,BETHEL PARK,BETHEL PARK 08 02,12,37,40,BETHEL PARK,517,279,159,79,170,289,58,57.9,0,93,99,93,6,91,59,34,59,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 08 03,12,37,40,BETHEL PARK,1294,581,554,159,547,593,154,53.1,3,194,212,194,18,194,116,78,116,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 08 04,12,37,40,BETHEL PARK,462,212,182,68,197,209,56,52.2,1,58,61,58,3,58,40,18,40,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 09 01,12,37,40,BETHEL PARK,567,247,236,84,261,268,38,52.7,0,77,84,77,7,77,43,34,43,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 09 02,12,37,40,BETHEL PARK,725,337,279,109,282,362,81,52.6,2,99,109,99,10,98,63,36,63,0
ALLEGHENY,BETHEL PARK,BETHEL PARK 09 03,,,,,2,2,0,0,0,0,2,19.0,0,1,2,1,1,1,0,1,0,2
ALLEGHENY,BETHEL PARK,BETHEL PARK 09 03,12,37,40,BETHEL PARK,1348,543,609,196,583,592,173,52.5,2,213,231,213,18,213,125,88,125,0
ALLEGHENY,BLAWNOX,BLAWNOX 00 01,17,38,33,FOX CHAPEL AREA-REGION 3,963,517,265,181,393,445,125,53.6,5,101,116,101,15,100,71,30,71,0
ALLEGHENY,BRACKENRIDGE,BRACKENRIDGE 01 00,,,,,1,1,0,0,0,0,1,85.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,BRACKENRIDGE,BRACKENRIDGE 01 00,17,38,33,HIGHLANDS - REGION 2,468,221,163,84,188,219,61,52.7,2,33,34,33,1,32,20,13,20,0
ALLEGHENY,BRACKENRIDGE,BRACKENRIDGE 02 00,,,,,2,1,1,0,0,0,2,67.5,0,2,2,2,0,1,0,2,0,2
ALLEGHENY,BRACKENRIDGE,BRACKENRIDGE 02 00,17,38,33,HIGHLANDS - REGION 2,808,386,290,132,321,377,110,52.7,8,82,87,82,5,80,46,36,46,0
ALLEGHENY,BRACKENRIDGE,BRACKENRIDGE 03 00,17,38,33,HIGHLANDS - REGION 2,642,289,236,117,269,287,86,52.0,1,43,46,43,3,43,26,17,26,0
ALLEGHENY,BRADDOCK,BRADDOCK 01 00,12,45,34,WOODLAND HILLS - REG. 2,420,337,16,67,160,182,78,48.5,2,24,24,24,0,23,18,6,18,0
ALLEGHENY,BRADDOCK,BRADDOCK 02 00,12,45,34,WOODLAND HILLS - REG. 2,585,440,37,108,218,271,96,50.5,1,48,52,48,4,48,27,21,27,0
ALLEGHENY,BRADDOCK,BRADDOCK 03 00,12,45,34,WOODLAND HILLS - REG. 2,429,305,34,90,185,164,80,45.9,1,22,22,22,0,22,13,9,13,0
ALLEGHENY,BRADDOCK HILLS,BRADDOCK HL 00 01,,,,,1,1,0,0,0,0,1,35.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRADDOCK HILLS,BRADDOCK HL 00 01,17,43,34,WOODLAND HILLS - REG. 3,784,562,123,99,309,370,105,54.0,1,115,119,115,4,112,70,45,70,0
ALLEGHENY,BRADDOCK HILLS,BRADDOCK HL 00 02,,,,,1,1,0,0,0,0,1,36.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,BRADDOCK HILLS,BRADDOCK HL 00 02,17,43,34,WOODLAND HILLS - REG. 3,501,346,88,67,205,241,55,53.8,1,60,62,60,2,58,33,27,33,0
ALLEGHENY,BRADFORDWOOD,BRADFORDWOOD 00 01,,,,,1,1,0,0,0,0,1,22.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRADFORDWOOD,BRADFORDWOOD 00 01,17,37,28,NORTH ALLEGHENY,994,391,423,180,420,468,106,55.8,2,117,137,117,20,117,63,54,63,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 01,,,,,1,1,0,0,0,0,1,30.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 01,12,45,36,BRENTWOOD,545,293,167,85,227,244,74,49.7,1,55,57,55,2,55,33,22,33,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 02,,,,,1,1,0,0,0,0,1,27.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 02,12,45,36,BRENTWOOD,733,373,207,153,309,333,91,47.8,1,81,89,81,8,80,38,43,38,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 03,12,45,36,BRENTWOOD,649,321,204,124,253,310,86,47.3,0,56,59,56,3,56,30,26,30,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 04,,,,,1,1,0,0,0,0,1,80.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 04,12,45,36,BRENTWOOD,777,404,229,144,316,343,118,48.4,2,85,90,85,5,85,54,31,54,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 05,12,45,36,BRENTWOOD,729,424,160,145,291,339,99,44.7,3,46,54,46,8,46,18,28,18,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 06,,,,,2,0,0,2,0,0,2,37.5,0,0,2,0,2,0,0,0,0,2
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 06,12,45,36,BRENTWOOD,623,339,171,113,247,296,80,47.0,4,70,72,70,2,69,35,35,35,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 07,12,45,36,BRENTWOOD,743,384,226,133,326,294,123,47.1,3,70,75,70,5,70,40,30,40,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 08,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 08,12,45,36,BRENTWOOD,701,376,219,106,284,336,81,53.0,1,110,119,110,9,109,68,42,68,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 09,,,,,1,0,1,0,0,0,1,28.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 09,12,45,36,BRENTWOOD,581,307,176,98,241,252,88,50.7,3,78,82,78,4,78,39,39,39,0
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 10,,,,,1,0,0,1,0,0,1,21.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,BRENTWOOD,BRENTWOOD 00 10,12,45,36,BRENTWOOD,561,256,197,108,230,264,67,49.4,2,49,52,49,3,49,24,25,24,0
ALLEGHENY,BRIDGEVILLE,BRIDGEVILLE 00 01,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,BRIDGEVILLE,BRIDGEVILLE 00 01,12,37,45,CHARTIERS VALLEY,791,352,308,131,328,357,106,50.4,1,70,78,70,8,69,42,28,42,0
ALLEGHENY,BRIDGEVILLE,BRIDGEVILLE 00 02,12,37,45,CHARTIERS VALLEY,842,385,303,154,374,361,107,49.3,2,64,75,64,11,64,31,33,31,0
ALLEGHENY,BRIDGEVILLE,BRIDGEVILLE 00 03,12,37,45,CHARTIERS VALLEY,827,352,353,122,351,376,100,52.5,1,82,92,82,10,82,51,31,51,0
ALLEGHENY,BRIDGEVILLE,BRIDGEVILLE 00 04,12,37,45,CHARTIERS VALLEY,1026,515,363,148,372,541,113,55.6,4,145,158,145,13,140,88,57,88,0
ALLEGHENY,CARNEGIE,CARNEGIE 01 01,17,42,45,CARLYNTON,538,253,164,121,193,262,83,47.0,2,49,51,49,2,49,25,24,25,0
ALLEGHENY,CARNEGIE,CARNEGIE 01 02,17,42,45,CARLYNTON,1157,594,351,212,493,519,145,46.8,2,85,93,85,8,84,42,43,42,0
ALLEGHENY,CARNEGIE,CARNEGIE 01 03,17,42,45,CARLYNTON,850,429,282,139,336,400,114,53.0,3,73,83,73,10,72,41,32,41,0
ALLEGHENY,CARNEGIE,CARNEGIE 01 04,17,42,45,CARLYNTON,372,230,77,65,165,179,28,52.2,3,43,45,43,2,43,24,19,24,0
ALLEGHENY,CARNEGIE,CARNEGIE 02 01,,,,,1,1,0,0,0,0,1,30.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,CARNEGIE,CARNEGIE 02 01,17,42,45,CARLYNTON,597,318,167,112,246,275,76,48.8,1,57,62,57,5,56,28,29,28,0
ALLEGHENY,CARNEGIE,CARNEGIE 02 02,17,42,45,CARLYNTON,498,286,135,77,217,225,56,49.1,2,58,62,58,4,57,40,18,40,0
ALLEGHENY,CARNEGIE,CARNEGIE 02 03,17,42,45,CARLYNTON,469,223,174,72,199,208,62,57.3,1,92,96,92,4,92,57,35,57,0
ALLEGHENY,CARNEGIE,CARNEGIE 02 04,17,42,45,CARLYNTON,780,402,228,150,305,355,120,51.2,4,78,88,78,10,77,50,28,50,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 01,,,,,3,3,0,0,0,0,3,23.3,0,3,3,3,0,3,0,3,0,3
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 01,17,45,42,KEYSTONE OAKS - REGION 1,1049,566,289,194,426,449,174,49.5,3,134,151,134,17,133,74,60,74,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 02,,,,,1,0,1,0,0,0,1,63.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 02,17,45,42,KEYSTONE OAKS - REGION 1,780,400,248,132,343,338,99,50.8,1,71,77,71,6,70,43,28,43,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 03,17,45,42,KEYSTONE OAKS - REGION 1,845,420,277,148,337,399,109,49.5,4,96,104,96,8,96,58,38,58,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 04,17,45,42,KEYSTONE OAKS - REGION 1,619,361,154,104,264,274,81,52.3,0,98,106,98,8,98,55,43,55,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 05,,,,,2,1,0,1,0,0,2,72.0,0,1,2,1,1,1,0,1,0,2
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 05,17,45,42,KEYSTONE OAKS - REGION 1,824,461,235,128,350,359,115,49.2,2,84,95,84,11,84,42,42,42,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 06,17,45,42,BETHEL PARK,377,199,135,43,161,171,45,52.9,2,48,48,48,0,48,27,21,27,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 06,17,45,42,KEYSTONE OAKS - REGION 1,258,148,65,45,112,118,28,52.3,2,41,41,41,0,39,28,13,28,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 07,17,45,42,KEYSTONE OAKS - REGION 1,715,391,220,104,283,345,87,52.5,6,85,92,85,7,82,52,33,52,0
ALLEGHENY,CASL SHANNON,CASL SHANNON 00 08,17,45,42,KEYSTONE OAKS - REGION 1,541,285,171,85,227,253,61,54.0,1,74,77,74,3,73,37,37,37,0
ALLEGHENY,CHALFANT,CHALFANT 00 01,12,43,34,WOODLAND HILLS - REG. 1,584,340,157,87,219,284,81,51.2,1,53,59,53,6,53,35,18,35,0
ALLEGHENY,CHESWICK,CHESWICK 00 01,,,,,1,1,0,0,0,0,1,25.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,CHESWICK,CHESWICK 00 01,17,38,33,ALLEGHENY VALLEY,633,301,251,81,259,315,59,55.3,0,90,91,90,1,90,53,37,53,0
ALLEGHENY,CHESWICK,CHESWICK 00 02,17,38,33,ALLEGHENY VALLEY,633,301,268,64,258,298,77,56.8,2,86,97,86,11,85,43,43,43,0
ALLEGHENY,CHURCHILL,CHURCHILL 00 01,,,,,2,2,0,0,0,0,2,44.0,0,2,2,2,0,2,0,2,0,2
ALLEGHENY,CHURCHILL,CHURCHILL 00 01,17,43,34,WOODLAND HILLS - REG. 1,694,439,158,97,290,305,99,56.1,0,130,145,130,15,130,73,57,73,0
ALLEGHENY,CHURCHILL,CHURCHILL 00 02,,,,,1,0,0,1,0,0,1,18.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,CHURCHILL,CHURCHILL 00 02,17,43,34,WOODLAND HILLS - REG. 1,699,451,148,100,273,319,107,55.8,2,125,134,125,9,125,63,62,63,0
ALLEGHENY,CHURCHILL,CHURCHILL 00 03,17,43,34,WOODLAND HILLS - REG. 1,628,399,141,88,267,289,72,53.7,1,101,108,101,7,101,56,45,56,0
ALLEGHENY,CHURCHILL,CHURCHILL 00 04,,,,,1,1,0,0,0,0,1,78.0,0,1,1,1,0,1,1,0,1,1
ALLEGHENY,CHURCHILL,CHURCHILL 00 04,17,43,34,WOODLAND HILLS - REG. 1,662,394,175,93,260,308,94,57.6,2,106,122,106,16,106,52,54,52,0
ALLEGHENY,CLAIRTON,CLAIRTON 01 01,12,45,35,CLAIRTON - REGION 1,343,218,61,64,126,178,39,48.8,2,18,20,18,2,18,12,6,12,0
ALLEGHENY,CLAIRTON,CLAIRTON 01 02,12,45,35,CLAIRTON - REGION 1,428,260,104,64,157,213,58,51.3,3,32,35,32,3,32,14,18,14,0
ALLEGHENY,CLAIRTON,CLAIRTON 01 03,12,45,35,CLAIRTON - REGION 1,344,204,99,41,137,152,55,51.0,1,23,26,23,3,23,15,8,15,0
ALLEGHENY,CLAIRTON,CLAIRTON 02 01,12,45,35,CLAIRTON - REGION 2,89,77,4,8,29,42,18,52.4,1,2,2,2,0,2,2,0,2,0
ALLEGHENY,CLAIRTON,CLAIRTON 02 02,,,,,1,1,0,0,0,0,1,32.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,CLAIRTON,CLAIRTON 02 02,12,45,35,CLAIRTON - REGION 2,266,201,23,42,93,136,37,50.8,0,23,23,23,0,23,16,7,16,0
ALLEGHENY,CLAIRTON,CLAIRTON 02 03,12,45,35,CLAIRTON - REGION 2,402,298,41,63,136,197,69,50.5,2,38,40,38,2,38,21,17,21,0
ALLEGHENY,CLAIRTON,CLAIRTON 03 01,12,45,35,CLAIRTON - REGION 3,425,266,96,63,164,200,61,52.1,3,45,45,45,0,45,30,15,30,0
ALLEGHENY,CLAIRTON,CLAIRTON 03 02,12,45,35,CLAIRTON - REGION 3,327,212,57,58,122,168,37,50.8,2,36,41,36,5,36,19,17,19,0
ALLEGHENY,CLAIRTON,CLAIRTON 03 03,12,45,35,CLAIRTON - REGION 3,318,201,57,60,112,149,57,49.8,2,21,22,21,1,21,17,4,17,0
ALLEGHENY,CLAIRTON,CLAIRTON 04 01,12,45,35,CLAIRTON - REGION 4,341,268,22,51,124,161,56,52.6,1,31,32,31,1,31,17,14,17,0
ALLEGHENY,CLAIRTON,CLAIRTON 04 02,12,45,35,CLAIRTON - REGION 4,376,271,55,50,131,189,56,50.3,1,27,30,27,3,27,17,10,17,0
ALLEGHENY,CLAIRTON,CLAIRTON 04 03,,,,,1,1,0,0,0,0,1,64.0,0,1,1,1,0,0,0,1,0,1
ALLEGHENY,CLAIRTON,CLAIRTON 04 03,12,45,35,CLAIRTON - REGION 4,391,213,105,73,154,182,55,53.3,1,33,36,33,3,33,20,13,20,0
ALLEGHENY,COLLIER,COLLIER 00 01,,,,,2,0,1,1,0,0,2,28.0,0,0,2,0,2,0,0,0,0,2
ALLEGHENY,COLLIER,COLLIER 00 01,17,37,45,CHARTIERS VALLEY,1710,696,758,256,708,777,225,51.3,8,251,267,251,16,251,140,111,140,0
ALLEGHENY,COLLIER,COLLIER 00 02,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,COLLIER,COLLIER 00 02,17,37,45,CHARTIERS VALLEY,1371,574,603,194,593,593,185,54.9,3,149,159,149,10,149,89,60,89,0
ALLEGHENY,COLLIER,COLLIER 00 03,,,,,3,2,0,1,0,0,3,44.3,0,2,3,2,1,2,0,2,0,3
ALLEGHENY,COLLIER,COLLIER 00 03,17,37,45,CHARTIERS VALLEY,1315,634,498,183,503,649,163,58.9,6,231,257,231,26,231,149,82,149,0
ALLEGHENY,COLLIER,COLLIER 00 04,,,,,1,0,0,1,0,0,1,39.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,COLLIER,COLLIER 00 04,17,37,45,CHARTIERS VALLEY,717,362,250,105,286,360,71,57.8,1,113,122,113,9,113,71,42,71,0
ALLEGHENY,COLLIER,COLLIER 00 05,17,37,45,CHARTIERS VALLEY,949,272,517,160,407,412,130,55.3,3,116,131,116,15,114,53,63,53,0
ALLEGHENY,COLLIER,COLLIER 00 06,,,,,1,1,0,0,0,0,1,18.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,COLLIER,COLLIER 00 06,17,37,45,CHARTIERS VALLEY,1141,530,428,183,461,489,191,49.2,5,129,147,129,18,128,74,55,74,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 01 01,17,37,45,CORNELL,435,249,105,81,186,195,54,48.7,1,37,39,37,2,36,20,17,20,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 01 02,17,37,45,CORNELL,447,244,135,68,196,197,54,50.3,4,41,42,41,1,41,24,17,24,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 02 00,17,37,45,CORNELL,768,439,192,137,313,360,95,52.0,3,90,100,90,10,88,56,34,56,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 03 01,17,37,45,CORNELL,545,300,152,93,226,266,53,52.5,2,75,84,75,9,75,47,28,47,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 03 02,17,37,45,CORNELL,527,264,161,102,211,236,80,51.6,2,57,65,57,8,57,35,22,35,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 04 01,17,37,45,CORNELL,438,226,128,84,189,185,64,50.0,0,33,35,33,2,32,20,13,20,0
ALLEGHENY,CORAOPOLIS,CORAOPOLIS 04 02,17,37,45,CORNELL,484,257,157,70,207,225,52,50.5,2,65,68,65,3,63,35,30,35,0
ALLEGHENY,CRAFTON,CRAFTON 01 01,17,42,27,CARLYNTON,848,482,213,153,342,401,105,51.0,2,103,107,103,4,102,44,59,44,0
ALLEGHENY,CRAFTON,CRAFTON 01 02,17,42,27,CARLYNTON,588,326,165,97,247,263,78,48.9,3,63,68,63,5,63,33,30,33,0
ALLEGHENY,CRAFTON,CRAFTON 02 01,17,42,27,CARLYNTON,594,331,161,102,251,267,76,50.9,2,70,78,70,8,70,38,32,38,0
ALLEGHENY,CRAFTON,CRAFTON 02 02,,,,,1,0,0,1,0,0,1,19.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,CRAFTON,CRAFTON 02 02,17,42,27,CARLYNTON,745,422,184,139,303,343,99,52.0,2,99,109,99,10,99,42,57,42,0
ALLEGHENY,CRAFTON,CRAFTON 03 01,,,,,1,0,0,1,0,0,1,60.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,CRAFTON,CRAFTON 03 01,17,42,27,CARLYNTON,990,570,251,169,415,435,140,48.2,2,108,118,108,10,106,61,47,61,0
ALLEGHENY,CRAFTON,CRAFTON 03 02,17,42,27,CARLYNTON,547,296,165,86,222,263,62,49.7,0,47,49,47,2,47,23,24,23,0
ALLEGHENY,CRESCENT,CRESCENT 01 00,,,,,1,0,1,0,0,0,1,21.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,CRESCENT,CRESCENT 01 00,17,37,44,MOON AREA,1042,432,434,176,434,465,143,53.4,2,93,108,93,15,93,64,29,64,0
ALLEGHENY,CRESCENT,CRESCENT 02 00,,,,,1,0,1,0,0,0,1,75.0,0,1,1,1,0,1,0,1,0,1
ALLEGHENY,CRESCENT,CRESCENT 02 00,17,37,44,MOON AREA,666,264,288,114,267,290,109,52.5,2,66,77,66,11,66,46,20,46,0
ALLEGHENY,DORMONT,DORMONT 00 01,17,42,42,KEYSTONE OAKS - REGION 2,693,427,144,122,289,308,96,45.6,4,81,89,81,8,80,33,48,33,0
ALLEGHENY,DORMONT,DORMONT 00 02,17,42,42,KEYSTONE OAKS - REGION 2,538,326,124,88,220,242,76,47.9,0,64,72,64,8,63,32,32,32,0
ALLEGHENY,DORMONT,DORMONT 00 03,17,42,42,KEYSTONE OAKS - REGION 2,903,558,169,176,382,411,110,44.6,4,104,113,104,9,103,64,40,64,0
ALLEGHENY,DORMONT,DORMONT 00 04,17,42,42,KEYSTONE OAKS - REGION 2,638,400,131,107,264,285,89,46.2,1,59,67,59,8,59,24,35,24,0
ALLEGHENY,DORMONT,DORMONT 00 05,17,42,42,KEYSTONE OAKS - REGION 2,974,600,212,162,416,442,116,48.3,2,113,122,113,9,111,50,63,50,0
ALLEGHENY,DORMONT,DORMONT 00 06,,,,,1,0,0,1,0,0,1,34.0,0,0,1,0,1,0,0,0,0,1
ALLEGHENY,DORMONT,DORMONT 00 06,17,42,42,KEYSTONE OAKS - REGION 2,495,295,123,77,207,236,52,46.2,1,57,57,57,0,54,28,29,28,0
ALLEGHENY,DORMONT,DORMONT 00 07,17,42,42,KEYSTONE OAKS - REGION 2,502,322,99,81,197,238,67,48.8,2,70,75,70,5,70,45,25,45,0
ALLEGHENY,DORMONT,DORMONT 00 08,17,42,42,KEYSTONE OAKS - REGION 2,377,234,92,51,154,174,49,49.1,0,46,50,46,4,46,25,21,25,0
ALLEGHENY,DORMONT,DORMONT 00 09,17,42,42,KEYSTONE OAKS - REGION 2,516,315,112,89,207,234,75,46.0,2,53,57,53,4,53,23,30,23,0
ALLEGHENY,DORMONT,DORMONT 00 10,17,42,42,KEYSTONE OAKS - REGION 2,626,392,137,97,258,283,85,47.4,2,58,63,58,5,58,24,34,24,0
ALLEGHENY,DRAVOSBURG,DRAVOSBURG 00 01,12,45,38,MC KEESPORT AREA,552,294,174,84,220,255,77,52.7,4,42,47,42,5,42,29,13,29,0
ALLEGHENY,DRAVOSBURG,DRAVOSBURG 00 02,12,45,38,MC KEESPORT AREA,327,146,135,46,144,143,40,53.8,0,38,43,38,5,37,28,10,28,0
ALLEGHENY,DRAVOSBURG,DRAVOSBURG 00 03,12,45,38,MC KEESPORT AREA,252,156,64,32,82,147,23,56.1,1,34,34,34,0,34,21,13,21,0
ALLEGHENY,DUQUESNE,DUQUESNE 01 01,12,45,35,DUQUESNE,440,292,79,69,180,201,59,53.2,1,41,44,41,3,40,25,16,25,0
ALLEGHENY,DUQUESNE,DUQUESNE 01 02,12,45,35,DUQUESNE,438,306,43,89,155,204,79,48.6,2,48,49,48,1,48,33,15,33,0
ALLEGHENY,DUQUESNE,DUQUESNE 01 03,12,45,35,DUQUESNE,272,193,25,54,112,113,47,47.4,1,12,13,12,1,12,5,7,5,0
ALLEGHENY,DUQUESNE,DUQUESNE 01 04,12,45,35,DUQUESNE,175,116,15,44,56,89,30,46.0,0,9,11,9,2,9,7,2,7,0
ALLEGHENY,DUQUESNE,DUQUESNE 02 01,12,45,35,DUQUESNE,305,241,32,32,115,140,50,51.0,1,31,33,31,2,30,21,10,21,0
ALLEGHENY,DUQUESNE,DUQUESNE 02 02,,,,,2,1,0,1,0,0,2,32.0,0,1,2,1,1,1,0,1,0,2
ALLEGHENY,DUQUESNE,DUQUESNE 02 02,12,45,35,DUQUESNE,338,251,37,50,121,158,59,50.3,1,28,28,28,0,28,16,12,16,0
ALLEGHENY,DUQUESNE,DUQUESNE 02 03,12,45,35,DUQUESNE,399,295,54,50,162,178,59,48.9,2,30,31,30,1,29,17,13,17,0
ALLEGHENY,DUQUESNE,DUQUESNE 03 01,12,45,35,DUQUESNE,229,164,15,50,86,115,28,46.4,0,18,19,18,1,18,13,5,13,0
