COUNTY,MUNICIPALITY,CLASS,OFFICIAL_COUNTY_NAME,OFFICIAL_MUNICIPAL_NAME,OFFICIAL_CLASS_OF_MUNIC,FIPS_MUN_CODE,GEOID,CTY_MUN_CODE,MUNICIPAL_CODE,JOIN_KEY,GEO_BASE_KEY
Cambria,Patton Borough,Borough,CAMBRIA,PATTON,BORO,58432,4202158432,11422,422,CAMBRIA|PATTON BORO,CAMBRIA|PATTON
Cambria,Portage Borough,Borough,CAMBRIA,PORTAGE,BORO,62048,4202162048,11423,423,CAMBRIA|PORTAGE BORO,CAMBRIA|PORTAGE
Cambria,Portage Township,2nd Township,CAMBRIA,PORTAGE,2TWP,62056,4202162056,11220,220,CAMBRIA|PORTAGE TWP,CAMBRIA|PORTAGE
Cambria,Reade Township,2nd Township,CAMBRIA,READE,2TWP,63608,4202163608,11221,221,CAMBRIA|READE TWP,CAMBRIA|READE
Cambria,Richland Township,2nd Township,CAMBRIA,RICHLAND,2TWP,64544,4202164544,11222,222,CAMBRIA|RICHLAND TWP,CAMBRIA|RICHLAND
Cambria,Sankertown Borough,Borough,CAMBRIA,SANKERTOWN,BORO,67920,4202167920,11424,424,CAMBRIA|SANKERTOWN BORO,CAMBRIA|SANKERTOWN
Cambria,Scalp Level Borough,Borough,CAMBRIA,SCALP LEVEL,BORO,68104,4202168104,11425,425,CAMBRIA|SCALP LEVEL BORO,CAMBRIA|SCALP LEVEL
Cambria,South Fork Borough,Borough,CAMBRIA,SOUTH FORK,BORO,72168,4202172168,11426,426,CAMBRIA|S FORK BORO,CAMBRIA|S FORK
Cambria,Southmont Borough,Borough,CAMBRIA,SOUTHMONT,BORO,72344,4202172344,11427,427,CAMBRIA|SOUTHMONT BORO,CAMBRIA|SOUTHMONT
Cambria,Stonycreek Township,1st Township,CAMBRIA,STONYCREEK,1TWP,74432,4202174432,11101,101,CAMBRIA|STONYCREEK TWP,CAMBRIA|STONYCREEK
Cambria,Summerhill Borough,Borough,CAMBRIA,SUMMERHILL,BORO,75136,4202175136,11429,429,CAMBRIA|SUMMERHILL BORO,CAMBRIA|SUMMERHILL
Cambria,Summerhill Township,2nd Township,CAMBRIA,SUMMERHILL,2TWP,75144,4202175144,11223,223,CAMBRIA|SUMMERHILL TWP,CAMBRIA|SUMMERHILL
Cambria,Susquehanna Township,2nd Township,CAMBRIA,SUSQUEHANNA,2TWP,75520,4202175520,11224,224,CAMBRIA|SUSQUEHANNA TWP,CAMBRIA|SUSQUEHANNA
Cambria,Tunnelhill Borough,Borough,CAMBRIA,TUNNELHILL,BORO,77808,4202177808,11430,430,CAMBRIA|TUNNELHILL BORO,CAMBRIA|TUNNELHILL
Cambria,Upper Yoder Township,2nd Township,CAMBRIA,UPPER YODER,2TWP,79360,4202179360,11225,225,CAMBRIA|UPPER YODER TWP,CAMBRIA|UPPER YODER
Cambria,Vintondale Borough,Borough,CAMBRIA,VINTONDALE,BORO,80288,4202180288,11431,431,CAMBRIA|VINTONDALE BORO,CAMBRIA|VINTONDALE
Cambria,Washington Township,2nd Township,CAMBRIA,WASHINGTON,2TWP,81200,4202181200,11226,226,CAMBRIA|WASHINGTON TWP,CAMBRIA|WASHINGTON
Cambria,West Carroll Township,2nd Township,CAMBRIA,WEST CARROLL,2TWP,82688,4202182688,11227,227,CAMBRIA|W CARROLL TWP,CAMBRIA|W CARROLL
Cambria,West Taylor Township,2nd Township,CAMBRIA,WEST TAYLOR,2TWP,84080,4202184080,11228,228,CAMBRIA|W TAYLOR TWP,CAMBRIA|W TAYLOR
Cambria,Westmont Borough,Borough,CAMBRIA,WESTMONT,BORO,83584,4202183584,11432,432,CAMBRIA|WESTMONT BORO,CAMBRIA|WESTMONT
Cambria,White Township,2nd Township,CAMBRIA,WHITE,2TWP,84448,4202184448,11229,229,CAMBRIA|WHITE TWP,CAMBRIA|WHITE
Cambria,Wilmore Borough,Borough,CAMBRIA,WILMORE,BORO,85528,4202185528,11433,433,CAMBRIA|WILMORE BORO,CAMBRIA|WILMORE
Cameron,Driftwood Borough,Borough,CAMERON,DRIFTWOOD,BORO,19976,4202319976,12401,401,CAMERON|DRIFTWOOD BORO,CAMERON|DRIFTWOOD
Cameron,Emporium Borough,Borough,CAMERON,EMPORIUM,BORO,23600,4202323600,12402,402,CAMERON|EMPORIUM BORO,CAMERON|EMPORIUM
Cameron,Gibson Township,2nd Township,CAMERON,GIBSON,2TWP,29008,4202329008,12201,201,CAMERON|GIBSON TWP,CAMERON|GIBSON
Cameron,Grove Township,2nd Township,CAMERON,GROVE,2TWP,31632,4202331632,12202,202,CAMERON|GROVE TWP,CAMERON|GROVE
Cameron,Lumber Township,2nd Township,CAMERON,LUMBER,2TWP,45432,4202345432,12203,203,CAMERON|LUMBER TWP,CAMERON|LUMBER
Cameron,Portage Township,2nd Township,CAMERON,PORTAGE,2TWP,62064,4202362064,12204,204,CAMERON|PORTAGE TWP,CAMERON|PORTAGE
Cameron,Shippen Township,2nd Township,CAMERON,SHIPPEN,2TWP,70336,4202370336,12205,205,CAMERON|SHIPPEN TWP,CAMERON|SHIPPEN
Carbon,Banks Township,2nd Township,CARBON,BANKS,2TWP,04048,4202504048,13201,201,CARBON|BANKS TWP,CARBON|BANKS
Carbon,Beaver Meadows Borough,Borough,CARBON,BEAVER MEADOWS,BORO,04816,4202504816,13401,401,CARBON|BEAVER MEADOWS BORO,CARBON|BEAVER MEADOWS
Carbon,Bowmanstown Borough,Borough,CARBON,BOWMANSTOWN,BORO,07880,4202507880,13402,402,CARBON|BOWMANSTOWN BORO,CARBON|BOWMANSTOWN
Carbon,East Penn Township,2nd Township,CARBON,EAST PENN,2TWP,21664,4202521664,13202,202,CARBON|E PENN TWP,CARBON|E PENN
Carbon,East Side Borough,Borough,CARBON,EAST SIDE,BORO,21816,4202521816,13403,403,CARBON|E SIDE BORO,CARBON|E SIDE
Carbon,Franklin Township,2nd Township,CARBON,FRANKLIN,2TWP,27368,4202527368,13203,203,CARBON|FRANKLIN TWP,CARBON|FRANKLIN
Carbon,Jim Thorpe Borough,Borough,CARBON,JIM THORPE,BORO,38200,4202538200,13404,404,CARBON|JIM THORPE BORO,CARBON|JIM THORPE
Carbon,Kidder Township,2nd Township,CARBON,KIDDER,2TWP,39608,4202539608,13204,204,CARBON|KIDDER TWP,CARBON|KIDDER
Carbon,Lansford Borough,Borough,CARBON,LANSFORD,BORO,41464,4202541464,13405,405,CARBON|LANSFORD BORO,CARBON|LANSFORD
Carbon,Lausanne Township,2nd Township,CARBON,LAUSANNE,2TWP,41888,4202541888,13205,205,CARBON|LAUSANNE TWP,CARBON|LAUSANNE
Carbon,Lehigh Township,2nd Township,CARBON,LEHIGH,2TWP,42400,4202542400,13206,206,CARBON|LEHIGH TWP,CARBON|LEHIGH
Carbon,Lehighton Borough,Borough,CARBON,LEHIGHTON,BORO,42472,4202542472,13406,406,CARBON|LEHIGHTON BORO,CARBON|LEHIGHTON
Carbon,Lower Towamensing Township,2nd Township,CARBON,LOWER TOWAMENSING,2TWP,45128,4202545128,13207,207,CARBON|LOWER TOWAMENSING TWP,CARBON|LOWER TOWAMENSING
Carbon,Mahoning Township,2nd Township,CARBON,MAHONING,2TWP,46640,4202546640,13208,208,CARBON|MAHONING TWP,CARBON|MAHONING
Carbon,Nesquehoning Borough,Borough,CARBON,NESQUEHONING,BORO,53088,4202553088,13412,412,CARBON|NESQUEHONING BORO,CARBON|NESQUEHONING
Carbon,Packer Township,2nd Township,CARBON,PACKER,2TWP,57504,4202557504,13210,210,CARBON|PACKER TWP,CARBON|PACKER
Carbon,Palmerton Borough,Borough,CARBON,PALMERTON,BORO,57696,4202557696,13407,407,CARBON|PALMERTON BORO,CARBON|PALMERTON
Carbon,Parryville Borough,Borough,CARBON,PARRYVILLE,BORO,58304,4202558304,13408,408,CARBON|PARRYVILLE BORO,CARBON|PARRYVILLE
Carbon,Penn Forest Township,2nd Township,CARBON,PENN FOREST,2TWP,58968,4202558968,13211,211,CARBON|PENN FOREST TWP,CARBON|PENN FOREST
Carbon,Summit Hill Borough,Borough,CARBON,SUMMIT HILL,BORO,75248,4202575248,13409,409,CARBON|SUMMIT HILL BORO,CARBON|SUMMIT HILL
Carbon,Towamensing Township,2nd Township,CARBON,TOWAMENSING,2TWP,77160,4202577160,13212,212,CARBON|TOWAMENSING TWP,CARBON|TOWAMENSING
Carbon,Weatherly Borough,Borough,CARBON,WEATHERLY,BORO,81856,4202581856,13410,410,CARBON|WEATHERLY BORO,CARBON|WEATHERLY
Carbon,Weissport Borough,Borough,CARBON,WEISSPORT,BORO,82080,4202582080,13411,411,CARBON|WEISSPORT BORO,CARBON|WEISSPORT
Centre,Bellefonte Borough,Borough,CENTRE,BELLEFONTE,BORO,05256,4202705256,14401,401,CENTRE|BELLEFONTE BORO,CENTRE|BELLEFONTE
Centre,Benner Township,2nd Township,CENTRE,BENNER,2TWP,05608,4202705608,14201,201,CENTRE|BENNER TWP,CENTRE|BENNER
Centre,Boggs Township,2nd Township,CENTRE,BOGGS,2TWP,07424,4202707424,14202,202,CENTRE|BOGGS TWP,CENTRE|BOGGS
Centre,Burnside Township,2nd Township,CENTRE,BURNSIDE,2TWP,10272,4202710272,14203,203,CENTRE|BURNSIDE TWP,CENTRE|BURNSIDE
Centre,Centre Hall Borough,Borough,CENTRE,CENTRE HALL,BORO,12376,4202712376,14402,402,CENTRE|CENTRE HALL BORO,CENTRE|CENTRE HALL
Centre,College Township,2nd Township,CENTRE,COLLEGE,2TWP,15136,4202715136,14204,204,CENTRE|COLLEGE TWP,CENTRE|COLLEGE
Centre,Curtin Township,2nd Township,CENTRE,CURTIN,2TWP,17800,4202717800,14205,205,CENTRE|CURTIN TWP,CENTRE|CURTIN
Centre,Ferguson Township,2nd Township,CENTRE,FERGUSON,2TWP,25624,4202725624,14206,206,CENTRE|FERGUSON TWP,CENTRE|FERGUSON
Centre,Gregg Township,2nd Township,CENTRE,GREGG,2TWP,31472,4202731472,14207,207,CENTRE|GREGG TWP,CENTRE|GREGG
Centre,Haines Township,2nd Township,CENTRE,HAINES,2TWP,31960,4202731960,14208,208,CENTRE|HAINES TWP,CENTRE|HAINES
Centre,Halfmoon Township,2nd Township,CENTRE,HALFMOON,2TWP,31992,4202731992,14209,209,CENTRE|HALFMOON TWP,CENTRE|HALFMOON
Centre,Harris  Township,2nd Township,CENTRE,HARRIS,2TWP,32792,4202732792,14210,210,CENTRE|HARRIS TWP,CENTRE|HARRIS
Centre,Howard Borough,Borough,CENTRE,HOWARD,BORO,35960,4202735960,14403,403,CENTRE|HOWARD BORO,CENTRE|HOWARD
Centre,Howard Township,2nd Township,CENTRE,HOWARD,2TWP,35968,4202735968,14211,211,CENTRE|HOWARD TWP,CENTRE|HOWARD
Centre,Huston Township,2nd Township,CENTRE,HUSTON,2TWP,36504,4202736504,14212,212,CENTRE|HUSTON TWP,CENTRE|HUSTON
Centre,Liberty Township,2nd Township,CENTRE,LIBERTY,2TWP,43080,4202743080,14213,213,CENTRE|LIBERTY TWP,CENTRE|LIBERTY
Centre,Marion Township,2nd Township,CENTRE,MARION,2TWP,47456,4202747456,14214,214,CENTRE|MARION TWP,CENTRE|MARION
Centre,Miles Township,2nd Township,CENTRE,MILES,2TWP,49360,4202749360,14215,215,CENTRE|MILES TWP,CENTRE|MILES
Centre,Milesburg Borough,Borough,CENTRE,MILESBURG,BORO,49368,4202749368,14404,404,CENTRE|MILESBURG BORO,CENTRE|MILESBURG
Centre,Millheim Borough,Borough,CENTRE,MILLHEIM,BORO,49768,4202749768,14405,405,CENTRE|MILLHEIM BORO,CENTRE|MILLHEIM
Centre,Patton Township,2nd Township,CENTRE,PATTON,2TWP,58440,4202758440,14216,216,CENTRE|PATTON TWP,CENTRE|PATTON
Centre,Penn Township,2nd Township,CENTRE,PENN,2TWP,58800,4202758800,14217,217,CENTRE|PENN TWP,CENTRE|PENN
Centre,Philipsburg Borough,Borough,CENTRE,PHILIPSBURG,BORO,60008,4202760008,14406,406,CENTRE|PHILIPSBURG BORO,CENTRE|PHILIPSBURG
Centre,Port Matilda Borough,Borough,CENTRE,PORT MATILDA,BORO,62280,4202762280,14407,407,CENTRE|PORT MATILDA BORO,CENTRE|PORT MATILDA
Centre,Potter Township,2nd Township,CENTRE,POTTER,2TWP,62360,4202762360,14218,218,CENTRE|POTTER TWP,CENTRE|POTTER
Centre,Rush Township,2nd Township,CENTRE,RUSH,2TWP,66736,4202766736,14219,219,CENTRE|RUSH TWP,CENTRE|RUSH
Centre,Snow Shoe Borough,Borough,CENTRE,SNOW SHOE,BORO,71600,4202771600,14408,408,CENTRE|SNOW SHOE BORO,CENTRE|SNOW SHOE
Centre,Snow Shoe Township,2nd Township,CENTRE,SNOW SHOE,2TWP,71608,4202771608,14220,220,CENTRE|SNOW SHOE TWP,CENTRE|SNOW SHOE
Centre,Spring Township,2nd Township,CENTRE,SPRING,2TWP,72832,4202772832,14221,221,CENTRE|SPRING TWP,CENTRE|SPRING
Centre,State College Borough,Borough,CENTRE,STATE COLLEGE,BORO,73808,4202773808,14410,410,CENTRE|STATE COLLEGE BORO,CENTRE|STATE COLLEGE
Centre,Taylor Township,2nd Township,CENTRE,TAYLOR,2TWP,76168,4202776168,14222,222,CENTRE|TAYLOR TWP,CENTRE|TAYLOR
Centre,Union Township,2nd Township,CENTRE,UNION,2TWP,78288,4202778288,14223,223,CENTRE|UNION TWP,CENTRE|UNION
Centre,Unionville Borough,Borough,CENTRE,UNIONVILLE,BORO,78616,4202778616,14411,411,CENTRE|UNIONVILLE BORO,CENTRE|UNIONVILLE
Centre,Walker Township,2nd Township,CENTRE,WALKER,2TWP,80552,4202780552,14224,224,CENTRE|WALKER TWP,CENTRE|WALKER
Centre,Worth Township,2nd Township,CENTRE,WORTH,2TWP,86544,4202786544,14225,225,CENTRE|WORTH TWP,CENTRE|WORTH
Chester,Atglen Borough,Borough,CHESTER,ATGLEN,BORO,03384,4202903384,15401,401,CHESTER|ATGLEN BORO,CHESTER|ATGLEN
Chester,Avondale Borough,Borough,CHESTER,AVONDALE,BORO,03656,4202903656,15402,402,CHESTER|AVONDALE BORO,CHESTER|AVONDALE
Chester,Birmingham Township,2nd Township,CHESTER,BIRMINGHAM,2TWP,06544,4202906544,15201,201,CHESTER|BIRMINGHAM TWP,CHESTER|BIRMINGHAM
Chester,Caln Township,1st Township,CHESTER,CALN,1TWP,10824,4202910824,15101,101,CHESTER|CALN TWP,CHESTER|CALN
Chester,Charlestown Township,2nd Township,CHESTER,CHARLESTOWN,2TWP,12744,4202912744,15202,202,CHESTER|CHARLESTOWN TWP,CHESTER|CHARLESTOWN
Chester,Coatesville City,3rd City,CHESTER,COATESVILLE,CITY,14712,4202914712,15301,301,CHESTER|COATESVILLE CITY,CHESTER|COATESVILLE
Chester,Downingtown Borough,Borough,CHESTER,DOWNINGTOWN,BORO,19752,4202919752,15403,403,CHESTER|DOWNINGTOWN BORO,CHESTER|DOWNINGTOWN
Chester,East Bradford Township,2nd Township,CHESTER,EAST BRADFORD,2TWP,20824,4202920824,15203,203,CHESTER|E BRADFORD TWP,CHESTER|E BRADFORD
Chester,East Brandywine Township,2nd Township,CHESTER,EAST BRANDYWINE,2TWP,20864,4202920864,15204,204,CHESTER|E BRANDYWINE TWP,CHESTER|E BRANDYWINE
Chester,East Caln Township,2nd Township,CHESTER,EAST CALN,2TWP,20920,4202920920,15205,205,CHESTER|E CALN TWP,CHESTER|E CALN
Chester,East Coventry Township,2nd Township,CHESTER,EAST COVENTRY,2TWP,21008,4202921008,15206,206,CHESTER|E COVENTRY TWP,CHESTER|E COVENTRY
Chester,East Fallowfield Township,2nd Township,CHESTER,EAST FALLOWFIELD,2TWP,21104,4202921104,15207,207,CHESTER|E FALLOWFIELD TWP,CHESTER|E FALLOWFIELD
Chester,East Goshen Township,2nd Township,CHESTER,EAST GOSHEN,2TWP,21192,4202921192,15208,208,CHESTER|E GOSHEN TWP,CHESTER|E GOSHEN
Chester,East Marlborough Township,2nd Township,CHESTER,EAST MARLBOROUGH,2TWP,21480,4202921480,15209,209,CHESTER|E MARLBOROUGH TWP,CHESTER|E MARLBOROUGH
Chester,East Nantmeal Township,2nd Township,CHESTER,EAST NANTMEAL,2TWP,21576,4202921576,15210,210,CHESTER|E NANTMEAL TWP,CHESTER|E NANTMEAL
Chester,East Nottingham Township,2nd Township,CHESTER,EAST NOTTINGHAM,2TWP,21624,4202921624,15211,211,CHESTER|E NOTTINGHAM TWP,CHESTER|E NOTTINGHAM
Chester,East Pikeland Township,2nd Township,CHESTER,EAST PIKELAND,2TWP,21696,4202921696,15212,212,CHESTER|E PIKELAND TWP,CHESTER|E PIKELAND
Chester,East Vincent Township,2nd Township,CHESTER,EAST VINCENT,2TWP,22000,4202922000,15213,213,CHESTER|E VINCENT TWP,CHESTER|E VINCENT
Chester,East Whiteland Township,2nd Township,CHESTER,EAST WHITELAND,2TWP,22056,4202922056,15214,214,CHESTER|E WHITELAND TWP,CHESTER|E WHITELAND
Chester,Easttown Township,2nd Township,CHESTER,EASTTOWN,2TWP,21928,4202921928,15215,215,CHESTER|EASTTOWN TWP,CHESTER|EASTTOWN
Chester,Elk Township,2nd Township,CHESTER,ELK,2TWP,23032,4202923032,15216,216,CHESTER|ELK TWP,CHESTER|ELK
Chester,Elverson Borough,Borough,CHESTER,ELVERSON,BORO,23440,4202923440,15404,404,CHESTER|ELVERSON BORO,CHESTER|ELVERSON
Chester,Franklin Township,2nd Township,CHESTER,FRANKLIN,2TWP,27376,4202927376,15217,217,CHESTER|FRANKLIN TWP,CHESTER|FRANKLIN
Chester,Highland Township,2nd Township,CHESTER,HIGHLAND,2TWP,34448,4202934448,15218,218,CHESTER|HIGHLAND TWP,CHESTER|HIGHLAND
Chester,Honey Brook Borough,Borough,CHESTER,HONEY BROOK,BORO,35528,4202935528,15405,405,CHESTER|HONEY BROOK BORO,CHESTER|HONEY BROOK
Chester,Honey Brook Township,2nd Township,CHESTER,HONEY BROOK,2TWP,35536,4202935536,15219,219,CHESTER|HONEY BROOK TWP,CHESTER|HONEY BROOK
Chester,Kennett Square Borough,Borough,CHESTER,KENNETT SQUARE,BORO,39352,4202939352,15406,406,CHESTER|KENNETT SQUARE BORO,CHESTER|KENNETT SQUARE
Chester,Kennett Township,2nd Township,CHESTER,KENNETT,2TWP,39344,4202939344,15220,220,CHESTER|KENNETT TWP,CHESTER|KENNETT
Chester,London Britain Township,2nd Township,CHESTER,LONDON BRITAIN,2TWP,44440,4202944440,15221,221,CHESTER|LONDON BRITAIN TWP,CHESTER|LONDON BRITAIN
Chester,London Grove Township,2nd Township,CHESTER,LONDON GROVE,2TWP,44480,4202944480,15222,222,CHESTER|LONDON GROVE TWP,CHESTER|LONDON GROVE
Chester,Londonderry Township,2nd Township,CHESTER,LONDONDERRY,2TWP,44456,4202944456,15223,223,CHESTER|LONDONDERRY TWP,CHESTER|LONDONDERRY
Chester,Lower Oxford Township,2nd Township,CHESTER,LOWER OXFORD,2TWP,45040,4202945040,15224,224,CHESTER|LOWER OXFORD TWP,CHESTER|LOWER OXFORD
Chester,Malvern Borough,Borough,CHESTER,MALVERN,BORO,46792,4202946792,15407,407,CHESTER|MALVERN BORO,CHESTER|MALVERN
Chester,Modena Borough,Borough,CHESTER,MODENA,BORO,50232,4202950232,15408,408,CHESTER|MODENA BORO,CHESTER|MODENA
Chester,New Garden Township,2nd Township,CHESTER,NEW GARDEN,2TWP,53608,4202953608,15225,225,CHESTER|NEW GARDEN TWP,CHESTER|NEW GARDEN
Chester,New London Township,2nd Township,CHESTER,NEW LONDON,2TWP,53816,4202953816,15226,226,CHESTER|NEW LONDON TWP,CHESTER|NEW LONDON
Chester,Newlin Township,2nd Township,CHESTER,NEWLIN,2TWP,53784,4202953784,15227,227,CHESTER|NEWLIN TWP,CHESTER|NEWLIN
Chester,North Coventry Township,2nd Township,CHESTER,NORTH COVENTRY,2TWP,54936,4202954936,15228,228,CHESTER|N COVENTRY TWP,CHESTER|N COVENTRY
Chester,Oxford Borough,Borough,CHESTER,OXFORD,BORO,57480,4202957480,15409,409,CHESTER|OXFORD BORO,CHESTER|OXFORD
Chester,Parkesburg Borough,Borough,CHESTER,PARKESBURG,BORO,58032,4202958032,15410,410,CHESTER|PARKESBURG BORO,CHESTER|PARKESBURG
Chester,Penn Township,2nd Township,CHESTER,PENN,2TWP,58808,4202958808,15229,229,CHESTER|PENN TWP,CHESTER|PENN
Chester,Pennsbury Township,2nd Township,CHESTER,PENNSBURY,2TWP,59136,4202959136,15230,230,CHESTER|PENNSBURY TWP,CHESTER|PENNSBURY
Chester,Phoenixville Borough,Borough,CHESTER,PHOENIXVILLE,BORO,60120,4202960120,15411,411,CHESTER|PHOENIXVILLE BORO,CHESTER|PHOENIXVILLE
Chester,Pocopson Township,2nd Township,CHESTER,POCOPSON,2TWP,61800,4202961800,15231,231,CHESTER|POCOPSON TWP,CHESTER|POCOPSON
Chester,Sadsbury Township,2nd Township,CHESTER,SADSBURY,2TWP,67080,4202967080,15232,232,CHESTER|SADSBURY TWP,CHESTER|SADSBURY
Chester,Schuylkill Township,2nd Township,CHESTER,SCHUYLKILL,2TWP,68288,4202968288,15233,233,CHESTER|SCHUYLKILL TWP,CHESTER|SCHUYLKILL
Chester,South Coatesville Borough,Borough,CHESTER,SOUTH COATESVILLE,BORO,72072,4202972072,15412,412,CHESTER|S COATESVILLE BORO,CHESTER|S COATESVILLE
Chester,South Coventry Township,2nd Township,CHESTER,SOUTH COVENTRY,2TWP,72088,4202972088,15234,234,CHESTER|S COVENTRY TWP,CHESTER|S COVENTRY
Chester,Thornbury Township,2nd Township,CHESTER,THORNBURY,2TWP,76568,4202976568,15235,235,CHESTER|THORNBURY TWP,CHESTER|THORNBURY
Chester,Tredyffrin Township,2nd Township,CHESTER,TREDYFFRIN,2TWP,77344,4202977344,15236,236,CHESTER|TREDYFFRIN TWP,CHESTER|TREDYFFRIN
Chester,Upper Oxford Township,2nd Township,CHESTER,UPPER OXFORD,2TWP,79208,4202979208,15237,237,CHESTER|UPPER OXFORD TWP,CHESTER|UPPER OXFORD
Chester,Upper Uwchlan Township,2nd Township,CHESTER,UPPER UWCHLAN,2TWP,79352,4202979352,15238,238,CHESTER|UPPER UWCHLAN TWP,CHESTER|UPPER UWCHLAN
Chester,Uwchlan Township,2nd Township,CHESTER,UWCHLAN,2TWP,79480,4202979480,15239,239,CHESTER|UWCHLAN TWP,CHESTER|UWCHLAN
Chester,Valley Township,2nd Township,CHESTER,VALLEY,2TWP,79544,4202979544,15240,240,CHESTER|VALLEY TWP,CHESTER|VALLEY
Chester,Wallace Township,2nd Township,CHESTER,WALLACE,2TWP,80616,4202980616,15241,241,CHESTER|WALLACE TWP,CHESTER|WALLACE
Chester,Warwick Township,2nd Township,CHESTER,WARWICK,2TWP,81160,4202981160,15242,242,CHESTER|WARWICK TWP,CHESTER|WARWICK
Chester,West Bradford Township,2nd Township,CHESTER,WEST BRADFORD,2TWP,82544,4202982544,15243,243,CHESTER|W BRADFORD TWP,CHESTER|W BRADFORD
Chester,West Brandywine Township,2nd Township,CHESTER,WEST BRANDYWINE,2TWP,82576,4202982576,15244,244,CHESTER|W BRANDYWINE TWP,CHESTER|W BRANDYWINE
Chester,West Caln Township,2nd Township,CHESTER,WEST CALN,2TWP,82664,4202982664,15245,245,CHESTER|W CALN TWP,CHESTER|W CALN
Chester,West Chester Borough,Borough,CHESTER,WEST CHESTER,BORO,82704,4202982704,15414,414,CHESTER|W CHESTER BORO,CHESTER|W CHESTER
Chester,West Fallowfield Township,2nd Township,CHESTER,WEST FALLOWFIELD,2TWP,82936,4202982936,15246,246,CHESTER|W FALLOWFIELD TWP,CHESTER|W FALLOWFIELD
Chester,West Goshen Township,2nd Township,CHESTER,WEST GOSHEN,2TWP,83080,4202983080,15247,247,CHESTER|W GOSHEN TWP,CHESTER|W GOSHEN
Chester,West Grove Borough,Borough,CHESTER,WEST GROVE,BORO,83104,4202983104,15415,415,CHESTER|W GROVE BORO,CHESTER|W GROVE
Chester,West Marlborough Township,2nd Township,CHESTER,WEST MARLBOROUGH,2TWP,83464,4202983464,15248,248,CHESTER|W MARLBOROUGH TWP,CHESTER|W MARLBOROUGH
Chester,West Nantmeal Township,2nd Township,CHESTER,WEST NANTMEAL,2TWP,83664,4202983664,15249,249,CHESTER|W NANTMEAL TWP,CHESTER|W NANTMEAL
Chester,West Nottingham Township,2nd Township,CHESTER,WEST NOTTINGHAM,2TWP,83712,4202983712,15250,250,CHESTER|W NOTTINGHAM TWP,CHESTER|W NOTTINGHAM
Chester,West Pikeland Township,2nd Township,CHESTER,WEST PIKELAND,2TWP,83832,4202983832,15251,251,CHESTER|W PIKELAND TWP,CHESTER|W PIKELAND
Chester,West Sadsbury Township,2nd Township,CHESTER,WEST SADSBURY,2TWP,83968,4202983968,15252,252,CHESTER|W SADSBURY TWP,CHESTER|W SADSBURY
Chester,West Vincent Township,2nd Township,CHESTER,WEST VINCENT,2TWP,84160,4202984160,15253,253,CHESTER|W VINCENT TWP,CHESTER|W VINCENT
Chester,West Whiteland Township,2nd Township,CHESTER,WEST WHITELAND,2TWP,84192,4202984192,15254,254,CHESTER|W WHITELAND TWP,CHESTER|W WHITELAND
Chester,Westtown Township,2nd Township,CHESTER,WESTTOWN,2TWP,84104,4202984104,15255,255,CHESTER|WESTTOWN TWP,CHESTER|WESTTOWN
Chester,Willistown Township,2nd Township,CHESTER,WILLISTOWN,2TWP,85352,4202985352,15256,256,CHESTER|WILLISTOWN TWP,CHESTER|WILLISTOWN
Clarion,Ashland Township,2nd Township,CLARION,ASHLAND,2TWP,03248,4203103248,16201,201,CLARION|ASHLAND TWP,CLARION|ASHLAND
Clarion,Beaver Township,2nd Township,CLARION,BEAVER,2TWP,04696,4203104696,16202,202,CLARION|BEAVER TWP,CLARION|BEAVER
Clarion,Brady Township,2nd Township,CLARION,BRADY,2TWP,08112,4203108112,16203,203,CLARION|BRADY TWP,CLARION|BRADY
Clarion,Callensburg Borough,Borough,CLARION,CALLENSBURG,BORO,10792,4203110792,16401,401,CLARION|CALLENSBURG BORO,CLARION|CALLENSBURG
Clarion,Clarion Borough,Borough,CLARION,CLARION,BORO,13800,4203113800,16402,402,CLARION|CLARION BORO,CLARION|CLARION
Clarion,Clarion Township,2nd Township,CLARION,CLARION,2TWP,13808,4203113808,16204,204,CLARION|CLARION TWP,CLARION|CLARION
Clarion,East Brady Borough,Borough,CLARION,EAST BRADY,BORO,20840,4203120840,16403,403,CLARION|E BRADY BORO,CLARION|E BRADY
Clarion,Elk Township,2nd Township,CLARION,ELK,2TWP,23040,4203123040,16205,205,CLARION|ELK TWP,CLARION|ELK
Clarion,Farmington Township,2nd Township,CLARION,FARMINGTON,2TWP,25272,4203125272,16206,206,CLARION|FARMINGTON TWP,CLARION|FARMINGTON
Clarion,Foxburg Borough,Borough,CLARION,FOXBURG,BORO,27112,4203127112,16404,404,CLARION|FOXBURG BORO,CLARION|FOXBURG
Clarion,Hawthorn Borough,Borough,CLARION,HAWTHORN,BORO,33216,4203133216,16405,405,CLARION|HAWTHORN BORO,CLARION|HAWTHORN
Clarion,Highland Township,2nd Township,CLARION,HIGHLAND,2TWP,34456,4203134456,16207,207,CLARION|HIGHLAND TWP,CLARION|HIGHLAND
Clarion,Knox Borough,Borough,CLARION,KNOX,BORO,40272,4203140272,16406,406,CLARION|KNOX BORO,CLARION|KNOX
Clarion,Knox Township,2nd Township,CLARION,KNOX,2TWP,40288,4203140288,16208,208,CLARION|KNOX TWP,CLARION|KNOX
Clarion,Licking Township,2nd Township,CLARION,LICKING,2TWP,43192,4203143192,16209,209,CLARION|LICKING TWP,CLARION|LICKING
