COUNTY,MUNICIPALITY,CLASS,OFFICIAL_COUNTY_NAME,OFFICIAL_MUNICIPAL_NAME,OFFICIAL_CLASS_OF_MUNIC,FIPS_MUN_CODE,GEOID,CTY_MUN_CODE,MUNICIPAL_CODE,JOIN_KEY,GEO_BASE_KEY
Adams,Abbottstown Borough,Borough,ADAMS,ABBOTTSTOWN,BORO,00116,4200100116,01401,401,ADAMS|ABBOTTSTOWN BORO,ADAMS|ABBOTTSTOWN
Adams,Arendtsville Borough,Borough,ADAMS,ARENDTSVILLE,BORO,02928,4200102928,01402,402,ADAMS|ARENDTSVILLE BORO,ADAMS|ARENDTSVILLE
Adams,Bendersville Borough,Borough,ADAMS,BENDERSVILLE,BORO,05536,4200105536,01403,403,ADAMS|BENDERSVILLE BORO,ADAMS|BENDERSVILLE
Adams,Berwick Township,2nd Township,ADAMS,BERWICK,2TWP,05880,4200105880,01201,201,ADAMS|BERWICK TWP,ADAMS|BERWICK
Adams,Biglerville Borough,Borough,ADAMS,BIGLERVILLE,BORO,06296,4200106296,01404,404,ADAMS|BIGLERVILLE BORO,ADAMS|BIGLERVILLE
Adams,Bonneauville Borough,Borough,ADAMS,BONNEAUVILLE,BORO,07560,4200107560,01412,412,ADAMS|BONNEAUVILLE BORO,ADAMS|BONNEAUVILLE
Adams,Butler Township,2nd Township,ADAMS,BUTLER,2TWP,10456,4200110456,01202,202,ADAMS|BUTLER TWP,ADAMS|BUTLER
Adams,Carroll Valley Borough,Borough,ADAMS,CARROLL VALLEY,BORO,11472,4200111472,01413,413,ADAMS|CARROLL VALLEY BORO,ADAMS|CARROLL VALLEY
Adams,Conewago Township,2nd Township,ADAMS,CONEWAGO,2TWP,15632,4200115632,01203,203,ADAMS|CONEWAGO TWP,ADAMS|CONEWAGO
Adams,Cumberland Township,2nd Township,ADAMS,CUMBERLAND,2TWP,17640,4200117640,01204,204,ADAMS|CUMBERLAND TWP,ADAMS|CUMBERLAND
Adams,East Berlin Borough,Borough,ADAMS,EAST BERLIN,BORO,20792,4200120792,01405,405,ADAMS|E BERLIN BORO,ADAMS|E BERLIN
Adams,Fairfield Borough,Borough,ADAMS,FAIRFIELD,BORO,24560,4200124560,01406,406,ADAMS|FAIRFIELD BORO,ADAMS|FAIRFIELD
Adams,Franklin Township,2nd Township,ADAMS,FRANKLIN,2TWP,27320,4200127320,01205,205,ADAMS|FRANKLIN TWP,ADAMS|FRANKLIN
Adams,Freedom Township,2nd Township,ADAMS,FREEDOM,2TWP,27704,4200127704,01206,206,ADAMS|FREEDOM TWP,ADAMS|FREEDOM
Adams,Germany Township,2nd Township,ADAMS,GERMANY,2TWP,28936,4200128936,01207,207,ADAMS|GERMANY TWP,ADAMS|GERMANY
Adams,Gettysburg Borough,Borough,ADAMS,GETTYSBURG,BORO,28960,4200128960,01407,407,ADAMS|GETTYSBURG BORO,ADAMS|GETTYSBURG
Adams,Hamilton Township,2nd Township,ADAMS,HAMILTON,2TWP,32144,4200132144,01208,208,ADAMS|HAMILTON TWP,ADAMS|HAMILTON
Adams,Hamiltonban Township,2nd Township,ADAMS,HAMILTONBAN,2TWP,32200,4200132200,01209,209,ADAMS|HAMILTONBAN TWP,ADAMS|HAMILTONBAN
Adams,Highland Township,2nd Township,ADAMS,HIGHLAND,2TWP,34424,4200134424,01210,210,ADAMS|HIGHLAND TWP,ADAMS|HIGHLAND
Adams,Huntington Township,2nd Township,ADAMS,HUNTINGTON,2TWP,36424,4200136424,01211,211,ADAMS|HUNTINGTON TWP,ADAMS|HUNTINGTON
Adams,Latimore Township,2nd Township,ADAMS,LATIMORE,2TWP,41672,4200141672,01212,212,ADAMS|LATIMORE TWP,ADAMS|LATIMORE
Adams,Liberty Township,2nd Township,ADAMS,LIBERTY,2TWP,43056,4200143056,01213,213,ADAMS|LIBERTY TWP,ADAMS|LIBERTY
Adams,Littlestown Borough,Borough,ADAMS,LITTLESTOWN,BORO,43944,4200143944,01408,408,ADAMS|LITTLESTOWN BORO,ADAMS|LITTLESTOWN
Adams,Mcsherrystown Borough,Borough,ADAMS,MCSHERRYSTOWN,BORO,46376,4200146376,01409,409,ADAMS|MCSHERRYSTOWN BORO,ADAMS|MCSHERRYSTOWN
Adams,Menallen Township,2nd Township,ADAMS,MENALLEN,2TWP,48608,4200148608,01214,214,ADAMS|MENALLEN TWP,ADAMS|MENALLEN
Adams,Mt Joy Township,2nd Township,ADAMS,MOUNT JOY,2TWP,51640,4200151640,01215,215,ADAMS|MT JOY TWP,ADAMS|MT JOY
Adams,Mt Pleasant Township,2nd Township,ADAMS,MOUNT PLEASANT,2TWP,51776,4200151776,01216,216,ADAMS|MT PLEASANT TWP,ADAMS|MT PLEASANT
Adams,New Oxford Borough,Borough,ADAMS,NEW OXFORD,BORO,53920,4200153920,01410,410,ADAMS|NEW OXFORD BORO,ADAMS|NEW OXFORD
Adams,Oxford Township,2nd Township,ADAMS,OXFORD,2TWP,57472,4200157472,01217,217,ADAMS|OXFORD TWP,ADAMS|OXFORD
Adams,Reading Township,2nd Township,ADAMS,READING,2TWP,63616,4200163616,01218,218,ADAMS|READING TWP,ADAMS|READING
Adams,Straban Township,2nd Township,ADAMS,STRABAN,2TWP,74680,4200174680,01219,219,ADAMS|STRABAN TWP,ADAMS|STRABAN
Adams,Tyrone Township,2nd Township,ADAMS,TYRONE,2TWP,78160,4200178160,01220,220,ADAMS|TYRONE TWP,ADAMS|TYRONE
Adams,Union Township,2nd Township,ADAMS,UNION,2TWP,78264,4200178264,01221,221,ADAMS|UNION TWP,ADAMS|UNION
Adams,York Springs Borough,Borough,ADAMS,YORK SPRINGS,BORO,87136,4200187136,01411,411,ADAMS|YORK SPRINGS BORO,ADAMS|YORK SPRINGS
Allegheny,Aleppo Township,1st Township,ALLEGHENY,ALEPPO,1TWP,00724,4200300724,02125,125,ALLEGHENY|ALEPPO TWP,ALLEGHENY|ALEPPO
Allegheny,Aspinwall Borough,Borough,ALLEGHENY,ASPINWALL,BORO,03320,4200303320,02401,401,ALLEGHENY|ASPINWALL BORO,ALLEGHENY|ASPINWALL
Allegheny,Avalon Borough,Borough,ALLEGHENY,AVALON,BORO,03608,4200303608,02402,402,ALLEGHENY|AVALON BORO,ALLEGHENY|AVALON
Allegheny,Baldwin Borough,Borough,ALLEGHENY,BALDWIN,BORO,03928,4200303928,02403,403,ALLEGHENY|BALDWIN BORO,ALLEGHENY|BALDWIN
Allegheny,Baldwin Township,1st Township,ALLEGHENY,BALDWIN,1TWP,03932,4200303932,02101,101,ALLEGHENY|BALDWIN TWP,ALLEGHENY|BALDWIN
Allegheny,Bell Acres Borough,Borough,ALLEGHENY,BELL ACRES,BORO,05216,4200305216,02480,480,ALLEGHENY|BELL ACRES BORO,ALLEGHENY|BELL ACRES
Allegheny,Bellevue Borough,Borough,ALLEGHENY,BELLEVUE,BORO,05312,4200305312,02404,404,ALLEGHENY|BELLEVUE BORO,ALLEGHENY|BELLEVUE
Allegheny,Ben Avon Borough,Borough,ALLEGHENY,BEN AVON,BORO,05504,4200305504,02405,405,ALLEGHENY|BEN AVON BORO,ALLEGHENY|BEN AVON
Allegheny,Ben Avon Heights Borough,Borough,ALLEGHENY,BEN AVON HEIGHTS,BORO,05520,4200305520,02406,406,ALLEGHENY|BEN AVON HEIGHTS BORO,ALLEGHENY|BEN AVON HEIGHTS
Allegheny,Bethel Park Borough,Borough,ALLEGHENY,BETHEL PARK,BORO,06064,4200306064,02407,407,ALLEGHENY|BETHEL PARK BORO,ALLEGHENY|BETHEL PARK
Allegheny,Blawnox Borough,Borough,ALLEGHENY,BLAWNOX,BORO,07000,4200307000,02408,408,ALLEGHENY|BLAWNOX BORO,ALLEGHENY|BLAWNOX
Allegheny,Brackenridge Borough,Borough,ALLEGHENY,BRACKENRIDGE,BORO,07976,4200307976,02409,409,ALLEGHENY|BRACKENRIDGE BORO,ALLEGHENY|BRACKENRIDGE
Allegheny,Braddock Borough,Borough,ALLEGHENY,BRADDOCK,BORO,07992,4200307992,02410,410,ALLEGHENY|BRADDOCK BORO,ALLEGHENY|BRADDOCK
Allegheny,Braddock Hills Borough,Borough,ALLEGHENY,BRADDOCK HILLS,BORO,08008,4200308008,02411,411,ALLEGHENY|BRADDOCK HILLS BORO,ALLEGHENY|BRADDOCK HILLS
Allegheny,Bradford Woods Borough,Borough,ALLEGHENY,BRADFORD WOODS,BORO,08064,4200308064,02412,412,ALLEGHENY|BRADFORD WOODS BORO,ALLEGHENY|BRADFORD WOODS
Allegheny,Brentwood Borough,Borough,ALLEGHENY,BRENTWOOD,BORO,08416,4200308416,02413,413,ALLEGHENY|BRENTWOOD BORO,ALLEGHENY|BRENTWOOD
Allegheny,Bridgeville Borough,Borough,ALLEGHENY,BRIDGEVILLE,BORO,08624,4200308624,02414,414,ALLEGHENY|BRIDGEVILLE BORO,ALLEGHENY|BRIDGEVILLE
Allegheny,Carnegie Borough,Borough,ALLEGHENY,CARNEGIE,BORO,11336,4200311336,02415,415,ALLEGHENY|CARNEGIE BORO,ALLEGHENY|CARNEGIE
Allegheny,Castle Shannon Borough,Borough,ALLEGHENY,CASTLE SHANNON,BORO,11680,4200311680,02416,416,ALLEGHENY|CASTLE SHANNON BORO,ALLEGHENY|CASTLE SHANNON
Allegheny,Chalfant Borough,Borough,ALLEGHENY,CHALFANT,BORO,12496,4200312496,02417,417,ALLEGHENY|CHALFANT BORO,ALLEGHENY|CHALFANT
Allegheny,Cheswick Borough,Borough,ALLEGHENY,CHESWICK,BORO,13392,4200313392,02418,418,ALLEGHENY|CHESWICK BORO,ALLEGHENY|CHESWICK
Allegheny,Churchill Borough,Borough,ALLEGHENY,CHURCHILL,BORO,13608,4200313608,02419,419,ALLEGHENY|CHURCHILL BORO,ALLEGHENY|CHURCHILL
Allegheny,Clairton City,3rd City,ALLEGHENY,CLAIRTON,CITY,13704,4200313704,02302,302,ALLEGHENY|CLAIRTON CITY,ALLEGHENY|CLAIRTON
Allegheny,Collier Township,1st Township,ALLEGHENY,COLLIER,1TWP,15216,4200315216,02102,102,ALLEGHENY|COLLIER TWP,ALLEGHENY|COLLIER
Allegheny,Coraopolis Borough,Borough,ALLEGHENY,CORAOPOLIS,BORO,16144,4200316144,02420,420,ALLEGHENY|CORAOPOLIS BORO,ALLEGHENY|CORAOPOLIS
Allegheny,Crafton Borough,Borough,ALLEGHENY,CRAFTON,BORO,16848,4200316848,02421,421,ALLEGHENY|CRAFTON BORO,ALLEGHENY|CRAFTON
Allegheny,Crescent Township,1st Township,ALLEGHENY,CRESCENT,1TWP,17048,4200317048,02103,103,ALLEGHENY|CRESCENT TWP,ALLEGHENY|CRESCENT
Allegheny,Dormont Borough,Borough,ALLEGHENY,DORMONT,BORO,19576,4200319576,02422,422,ALLEGHENY|DORMONT BORO,ALLEGHENY|DORMONT
Allegheny,Dravosburg Borough,Borough,ALLEGHENY,DRAVOSBURG,BORO,19856,4200319856,02423,423,ALLEGHENY|DRAVOSBURG BORO,ALLEGHENY|DRAVOSBURG
Allegheny,Duquesne City,3rd City,ALLEGHENY,DUQUESNE,CITY,20432,4200320432,02303,303,ALLEGHENY|DUQUESNE CITY,ALLEGHENY|DUQUESNE
Allegheny,East Deer Township,1st Township,ALLEGHENY,EAST DEER,1TWP,21024,4200321024,02104,104,ALLEGHENY|E DEER TWP,ALLEGHENY|E DEER
Allegheny,East Mckeesport Borough,Borough,ALLEGHENY,EAST MCKEESPORT,BORO,21444,4200321444,02424,424,ALLEGHENY|E MCKEESPORT BORO,ALLEGHENY|E MCKEESPORT
Allegheny,East Pittsburgh Borough,Borough,ALLEGHENY,EAST PITTSBURGH,BORO,21712,4200321712,02425,425,ALLEGHENY|E PITTSBURGH BORO,ALLEGHENY|E PITTSBURGH
Allegheny,Edgewood Borough,Borough,ALLEGHENY,EDGEWOOD,BORO,22520,4200322520,02426,426,ALLEGHENY|EDGEWOOD BORO,ALLEGHENY|EDGEWOOD
Allegheny,Edgeworth Borough,Borough,ALLEGHENY,EDGEWORTH,BORO,22576,4200322576,02427,427,ALLEGHENY|EDGEWORTH BORO,ALLEGHENY|EDGEWORTH
Allegheny,Elizabeth Borough,Borough,ALLEGHENY,ELIZABETH,BORO,22992,4200322992,02428,428,ALLEGHENY|ELIZABETH BORO,ALLEGHENY|ELIZABETH
Allegheny,Elizabeth Township,1st Township,ALLEGHENY,ELIZABETH,1TWP,23000,4200323000,02105,105,ALLEGHENY|ELIZABETH TWP,ALLEGHENY|ELIZABETH
Allegheny,Emsworth Borough,Borough,ALLEGHENY,EMSWORTH,BORO,23616,4200323616,02429,429,ALLEGHENY|EMSWORTH BORO,ALLEGHENY|EMSWORTH
Allegheny,Etna Borough,Borough,ALLEGHENY,ETNA,BORO,24160,4200324160,02430,430,ALLEGHENY|ETNA BORO,ALLEGHENY|ETNA
Allegheny,Fawn Township,2nd Township,ALLEGHENY,FAWN,2TWP,25400,4200325400,02202,202,ALLEGHENY|FAWN TWP,ALLEGHENY|FAWN
Allegheny,Findlay Township,2nd Township,ALLEGHENY,FINDLAY,2TWP,25904,4200325904,02203,203,ALLEGHENY|FINDLAY TWP,ALLEGHENY|FINDLAY
Allegheny,Forest Hills Borough,Borough,ALLEGHENY,FOREST HILLS,BORO,26592,4200326592,02431,431,ALLEGHENY|FOREST HILLS BORO,ALLEGHENY|FOREST HILLS
Allegheny,Forward Township,2nd Township,ALLEGHENY,FORWARD,2TWP,26896,4200326896,02204,204,ALLEGHENY|FORWARD TWP,ALLEGHENY|FORWARD
Allegheny,Fox Chapel Borough,Borough,ALLEGHENY,FOX CHAPEL,BORO,27120,4200327120,02432,432,ALLEGHENY|FOX CHAPEL BORO,ALLEGHENY|FOX CHAPEL
Allegheny,Franklin Park Borough,Borough,ALLEGHENY,FRANKLIN PARK,BORO,27552,4200327552,02481,481,ALLEGHENY|FRANKLIN PARK BORO,ALLEGHENY|FRANKLIN PARK
Allegheny,Frazer Township,2nd Township,ALLEGHENY,FRAZER,2TWP,27608,4200327608,02206,206,ALLEGHENY|FRAZER TWP,ALLEGHENY|FRAZER
Allegheny,Glassport Borough,Borough,ALLEGHENY,GLASSPORT,BORO,29432,4200329432,02433,433,ALLEGHENY|GLASSPORT BORO,ALLEGHENY|GLASSPORT
Allegheny,Glen Osborne Borough,Borough,ALLEGHENY,GLEN OSBORNE,BORO,29732,4200329732,02452,452,ALLEGHENY|GLEN OSBORNE BORO,ALLEGHENY|GLEN OSBORNE
Allegheny,Glenfield Borough,Borough,ALLEGHENY,GLENFIELD,BORO,29592,4200329592,02434,434,ALLEGHENY|GLENFIELD BORO,ALLEGHENY|GLENFIELD
Allegheny,Green Tree Borough,Borough,ALLEGHENY,GREEN TREE,BORO,31256,4200331256,02435,435,ALLEGHENY|GREEN TREE BORO,ALLEGHENY|GREEN TREE
Allegheny,Hampton Township,2nd Township,ALLEGHENY,HAMPTON,2TWP,32328,4200332328,02207,207,ALLEGHENY|HAMPTON TWP,ALLEGHENY|HAMPTON
Allegheny,Harmar Township,2nd Township,ALLEGHENY,HARMAR,2TWP,32624,4200332624,02208,208,ALLEGHENY|HARMAR TWP,ALLEGHENY|HARMAR
Allegheny,Harrison Township,1st Township,ALLEGHENY,HARRISON,1TWP,32832,4200332832,02106,106,ALLEGHENY|HARRISON TWP,ALLEGHENY|HARRISON
Allegheny,Haysville Borough,Borough,ALLEGHENY,HAYSVILLE,BORO,33312,4200333312,02436,436,ALLEGHENY|HAYSVILLE BORO,ALLEGHENY|HAYSVILLE
Allegheny,Heidelberg Borough,Borough,ALLEGHENY,HEIDELBERG,BORO,33592,4200333592,02437,437,ALLEGHENY|HEIDELBERG BORO,ALLEGHENY|HEIDELBERG
Allegheny,Homestead Borough,Borough,ALLEGHENY,HOMESTEAD,BORO,35424,4200335424,02438,438,ALLEGHENY|HOMESTEAD BORO,ALLEGHENY|HOMESTEAD
Allegheny,Indiana Township,2nd Township,ALLEGHENY,INDIANA,2TWP,36808,4200336808,02209,209,ALLEGHENY|INDIANA TWP,ALLEGHENY|INDIANA
Allegheny,Ingram Borough,Borough,ALLEGHENY,INGRAM,BORO,37000,4200337000,02439,439,ALLEGHENY|INGRAM BORO,ALLEGHENY|INGRAM
Allegheny,Jefferson Hills Borough,Borough,ALLEGHENY,JEFFERSON HILLS,BORO,37955,4200337955,02440,440,ALLEGHENY|JEFFERSON HILLS BORO,ALLEGHENY|JEFFERSON HILLS
Allegheny,Kennedy Township,1st Township,ALLEGHENY,KENNEDY,1TWP,39312,4200339312,02126,126,ALLEGHENY|KENNEDY TWP,ALLEGHENY|KENNEDY
Allegheny,Kilbuck Township,2nd Township,ALLEGHENY,KILBUCK,2TWP,39624,4200339624,02211,211,ALLEGHENY|KILBUCK TWP,ALLEGHENY|KILBUCK
Allegheny,Leet Township,1st Township,ALLEGHENY,LEET,1TWP,42368,4200342368,02107,107,ALLEGHENY|LEET TWP,ALLEGHENY|LEET
Allegheny,Leetsdale Borough,Borough,ALLEGHENY,LEETSDALE,BORO,42392,4200342392,02441,441,ALLEGHENY|LEETSDALE BORO,ALLEGHENY|LEETSDALE
Allegheny,Liberty Borough,Borough,ALLEGHENY,LIBERTY,BORO,43064,4200343064,02442,442,ALLEGHENY|LIBERTY BORO,ALLEGHENY|LIBERTY
Allegheny,Lincoln Borough,Borough,ALLEGHENY,LINCOLN,BORO,43408,4200343408,02443,443,ALLEGHENY|LINCOLN BORO,ALLEGHENY|LINCOLN
Allegheny,Marshall Township,2nd Township,ALLEGHENY,MARSHALL,2TWP,47696,4200347696,02212,212,ALLEGHENY|MARSHALL TWP,ALLEGHENY|MARSHALL
Allegheny,Mccandless Township,1st Township,ALLEGHENY,MCCANDLESS,1TWP,45900,4200345900,02108,108,ALLEGHENY|MCCANDLESS TWP,ALLEGHENY|MCCANDLESS
Allegheny,Mckees Rocks Borough,Borough,ALLEGHENY,MCKEES ROCKS,BORO,46264,4200346264,02444,444,ALLEGHENY|MCKEES ROCKS BORO,ALLEGHENY|MCKEES ROCKS
Allegheny,Mckeesport City,3rd City,ALLEGHENY,MCKEESPORT,CITY,46256,4200346256,02304,304,ALLEGHENY|MCKEESPORT CITY,ALLEGHENY|MCKEESPORT
Allegheny,Millvale Borough,Borough,ALLEGHENY,MILLVALE,BORO,49920,4200349920,02445,445,ALLEGHENY|MILLVALE BORO,ALLEGHENY|MILLVALE
Allegheny,Monroeville Borough,Borough,ALLEGHENY,MONROEVILLE,BORO,50528,4200350528,02446,446,ALLEGHENY|MONROEVILLE BORO,ALLEGHENY|MONROEVILLE
Allegheny,Moon Township,2nd Township,ALLEGHENY,MOON,2TWP,50784,4200350784,02213,213,ALLEGHENY|MOON TWP,ALLEGHENY|MOON
Allegheny,Mount Oliver Borough,Borough,ALLEGHENY,MT OLIVER,BORO,51744,4200351744,02447,447,ALLEGHENY|MT OLIVER BORO,ALLEGHENY|MT OLIVER
Allegheny,Mt Lebanon Township,1st Township,ALLEGHENY,MT LEBANON,1TWP,51696,4200351696,02109,109,ALLEGHENY|MT LEBANON TWP,ALLEGHENY|MT LEBANON
Allegheny,Munhall Borough,Borough,ALLEGHENY,MUNHALL,BORO,52320,4200352320,02448,448,ALLEGHENY|MUNHALL BORO,ALLEGHENY|MUNHALL
Allegheny,Neville Township,1st Township,ALLEGHENY,NEVILLE,1TWP,53136,4200353136,02110,110,ALLEGHENY|NEVILLE TWP,ALLEGHENY|NEVILLE
Allegheny,North Braddock Borough,Borough,ALLEGHENY,NORTH BRADDOCK,BORO,54816,4200354816,02449,449,ALLEGHENY|N BRADDOCK BORO,ALLEGHENY|N BRADDOCK
Allegheny,North Fayette Township,2nd Township,ALLEGHENY,NORTH FAYETTE,2TWP,55016,4200355016,02214,214,ALLEGHENY|N FAYETTE TWP,ALLEGHENY|N FAYETTE
Allegheny,North Versailles Township,1st Township,ALLEGHENY,NORTH VERSAILLES,1TWP,55488,4200355488,02111,111,ALLEGHENY|N VERSAILLES TWP,ALLEGHENY|N VERSAILLES
Allegheny,Oakdale Borough,Borough,ALLEGHENY,OAKDALE,BORO,55840,4200355840,02450,450,ALLEGHENY|OAKDALE BORO,ALLEGHENY|OAKDALE
Allegheny,Oakmont Borough,Borough,ALLEGHENY,OAKMONT,BORO,56088,4200356088,02451,451,ALLEGHENY|OAKMONT BORO,ALLEGHENY|OAKMONT
Allegheny,Ohara Township,1st Township,ALLEGHENY,OHARA,1TWP,56384,4200356384,02112,112,ALLEGHENY|OHARA TWP,ALLEGHENY|OHARA
Allegheny,Ohio Township,2nd Township,ALLEGHENY,OHIO,2TWP,56392,4200356392,02215,215,ALLEGHENY|OHIO TWP,ALLEGHENY|OHIO
Allegheny,Penn Hills Township,1st Township,ALLEGHENY,PENN HILLS,1TWP,59032,4200359032,02113,113,ALLEGHENY|PENN HILLS TWP,ALLEGHENY|PENN HILLS
Allegheny,Pennsbury Village Borough,Borough,ALLEGHENY,PENNSBURY VILLAGE,BORO,59152,4200359152,02482,482,ALLEGHENY|PENNSBURY VILLAGE BORO,ALLEGHENY|PENNSBURY VILLAGE
Allegheny,Pine Township,2nd Township,ALLEGHENY,PINE,2TWP,60272,4200360272,02216,216,ALLEGHENY|PINE TWP,ALLEGHENY|PINE
Allegheny,Pitcairn Borough,Borough,ALLEGHENY,PITCAIRN,BORO,60712,4200360712,02453,453,ALLEGHENY|PITCAIRN BORO,ALLEGHENY|PITCAIRN
Allegheny,Pittsburgh City,2nd City,ALLEGHENY,PITTSBURGH,CITY,61000,4200361000,02301,301,ALLEGHENY|PITTSBURGH CITY,ALLEGHENY|PITTSBURGH
Allegheny,Pleasant Hills Borough,Borough,ALLEGHENY,PLEASANT HILLS,BORO,61328,4200361328,02454,454,ALLEGHENY|PLEASANT HILLS BORO,ALLEGHENY|PLEASANT HILLS
Allegheny,Plum Borough,Borough,ALLEGHENY,PLUM,BORO,61536,4200361536,02466,466,ALLEGHENY|PLUM BORO,ALLEGHENY|PLUM
Allegheny,Port Vue Borough,Borough,ALLEGHENY,PORT VUE,BORO,62320,4200362320,02455,455,ALLEGHENY|PORT VUE BORO,ALLEGHENY|PORT VUE
Allegheny,Rankin Borough,Borough,ALLEGHENY,RANKIN,BORO,63408,4200363408,02456,456,ALLEGHENY|RANKIN BORO,ALLEGHENY|RANKIN
Allegheny,Reserve Township,1st Township,ALLEGHENY,RESERVE,1TWP,64240,4200364240,02114,114,ALLEGHENY|RESERVE TWP,ALLEGHENY|RESERVE
Allegheny,Richland Township,2nd Township,ALLEGHENY,RICHLAND,2TWP,64528,4200364528,02217,217,ALLEGHENY|RICHLAND TWP,ALLEGHENY|RICHLAND
Allegheny,Robinson Township,1st Township,ALLEGHENY,ROBINSON,1TWP,65352,4200365352,02115,115,ALLEGHENY|ROBINSON TWP,ALLEGHENY|ROBINSON
Allegheny,Ross Township,1st Township,ALLEGHENY,ROSS,1TWP,66264,4200366264,02116,116,ALLEGHENY|ROSS TWP,ALLEGHENY|ROSS
Allegheny,Rosslyn Farms Borough,Borough,ALLEGHENY,ROSSLYN FARMS,BORO,66320,4200366320,02457,457,ALLEGHENY|ROSSLYN FARMS BORO,ALLEGHENY|ROSSLYN FARMS
Allegheny,Scott Township,1st Township,ALLEGHENY,SCOTT,1TWP,68388,4200368388,02117,117,ALLEGHENY|SCOTT TWP,ALLEGHENY|SCOTT
Allegheny,Sewickley Borough,Borough,ALLEGHENY,SEWICKLEY,BORO,69376,4200369376,02458,458,ALLEGHENY|SEWICKLEY BORO,ALLEGHENY|SEWICKLEY
Allegheny,Sewickley Heights Borough,Borough,ALLEGHENY,SEWICKLEY HEIGHTS,BORO,69400,4200369400,02459,459,ALLEGHENY|SEWICKLEY HEIGHTS BORO,ALLEGHENY|SEWICKLEY HEIGHTS
Allegheny,Sewickley Hills Borough,Borough,ALLEGHENY,SEWICKLEY HILLS,BORO,69416,4200369416,02460,460,ALLEGHENY|SEWICKLEY HILLS BORO,ALLEGHENY|SEWICKLEY HILLS
Allegheny,Shaler Township,1st Township,ALLEGHENY,SHALER,1TWP,69584,4200369584,02118,118,ALLEGHENY|SHALER TWP,ALLEGHENY|SHALER
Allegheny,Sharpsburg Borough,Borough,ALLEGHENY,SHARPSBURG,BORO,69776,4200369776,02461,461,ALLEGHENY|SHARPSBURG BORO,ALLEGHENY|SHARPSBURG
Allegheny,South Fayette Township,1st Township,ALLEGHENY,SOUTH FAYETTE,1TWP,72160,4200372160,02119,119,ALLEGHENY|S FAYETTE TWP,ALLEGHENY|S FAYETTE
Allegheny,South Park Township,2nd Township,ALLEGHENY,SOUTH PARK,2TWP,72400,4200372400,02219,219,ALLEGHENY|S PARK TWP,ALLEGHENY|S PARK
Allegheny,South Versailles Township,1st Township,ALLEGHENY,SOUTH VERSAILLES,1TWP,72568,4200372568,02120,120,ALLEGHENY|S VERSAILLES TWP,ALLEGHENY|S VERSAILLES
Allegheny,Springdale Borough,Borough,ALLEGHENY,SPRINGDALE,BORO,72960,4200372960,02462,462,ALLEGHENY|SPRINGDALE BORO,ALLEGHENY|SPRINGDALE
Allegheny,Springdale Township,1st Township,ALLEGHENY,SPRINGDALE,1TWP,72968,4200372968,02121,121,ALLEGHENY|SPRINGDALE TWP,ALLEGHENY|SPRINGDALE
Allegheny,Stowe Township,1st Township,ALLEGHENY,STOWE,1TWP,74648,4200374648,02122,122,ALLEGHENY|STOWE TWP,ALLEGHENY|STOWE
Allegheny,Swissvale Borough,Borough,ALLEGHENY,SWISSVALE,BORO,75816,4200375816,02463,463,ALLEGHENY|SWISSVALE BORO,ALLEGHENY|SWISSVALE
Allegheny,Tarentum Borough,Borough,ALLEGHENY,TARENTUM,BORO,76104,4200376104,02464,464,ALLEGHENY|TARENTUM BORO,ALLEGHENY|TARENTUM
Allegheny,Thornburg Borough,Borough,ALLEGHENY,THORNBURG,BORO,76560,4200376560,02465,465,ALLEGHENY|THORNBURG BORO,ALLEGHENY|THORNBURG
Allegheny,Turtle Creek Borough,Borough,ALLEGHENY,TURTLE CREEK,BORO,77912,4200377912,02467,467,ALLEGHENY|TURTLE CREEK BORO,ALLEGHENY|TURTLE CREEK
Allegheny,Upper St Clair Township,1st Township,ALLEGHENY,UPPER ST CLAIR,1TWP,79274,4200379274,02123,123,ALLEGHENY|UPPER ST CLAIR TWP,ALLEGHENY|UPPER ST CLAIR
Allegheny,Verona Borough,Borough,ALLEGHENY,VERONA,BORO,80032,4200380032,02468,468,ALLEGHENY|VERONA BORO,ALLEGHENY|VERONA
Allegheny,Versailles Borough,Borough,ALLEGHENY,VERSAILLES,BORO,80040,4200380040,02469,469,ALLEGHENY|VERSAILLES BORO,ALLEGHENY|VERSAILLES
Allegheny,Wall Borough,Borough,ALLEGHENY,WALL,BORO,80600,4200380600,02470,470,ALLEGHENY|WALL BORO,ALLEGHENY|WALL
Allegheny,West Deer Township,2nd Township,ALLEGHENY,WEST DEER,2TWP,82800,4200382800,02220,220,ALLEGHENY|W DEER TWP,ALLEGHENY|W DEER
Allegheny,West Elizabeth Borough,Borough,ALLEGHENY,WEST ELIZABETH,BORO,82848,4200382848,02471,471,ALLEGHENY|W ELIZABETH BORO,ALLEGHENY|W ELIZABETH
Allegheny,West Homestead Borough,Borough,ALLEGHENY,WEST HOMESTEAD,BORO,83200,4200383200,02472,472,ALLEGHENY|W HOMESTEAD BORO,ALLEGHENY|W HOMESTEAD
Allegheny,West Mifflin Borough,Borough,ALLEGHENY,WEST MIFFLIN,BORO,83512,4200383512,02473,473,ALLEGHENY|W MIFFLIN BORO,ALLEGHENY|W MIFFLIN
Allegheny,West View Borough,Borough,ALLEGHENY,WEST VIEW,BORO,84144,4200384144,02474,474,ALLEGHENY|W VIEW BORO,ALLEGHENY|W VIEW
